Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Drastic Drop Off,Trap Card,,Counter,,,,TRUE
Ancient Gear Explosive,Spell Card,,Normal,,,,FALSE
Qlimate Change,Trap Card,,Normal,,,,TRUE
Venom Burn,Trap Card,,Normal,,,,FALSE
SPYRAL GEAR - Drone,Effect Monster,1,Machine,WIND,100,100,TRUE
Prepare to Strike Back,Trap Card,,Continuous,,,,FALSE
Yellow Luster Shield,Spell Card,,Continuous,,,,TRUE
Meklord Emperor Granel,Effect Monster,1,Machine,EARTH,0,0,FALSE
Xyz Territory,Spell Card,,Field,,,,TRUE
Battlin' Boxer Counterpunch,Effect Monster,3,Warrior,FIRE,0,1100,FALSE
Roaring Earth,Trap Card,,Continuous,,,,TRUE
Lion Alligator,Effect Monster,4,Reptile,WATER,1900,200,FALSE
Dark Energy,Spell Card,,Equip,,,,TRUE
Imperion Magnum the Superconductive Battlebot,Fusion Monster,10,Rock,EARTH,4000,4000,FALSE
Tyrant's Temper,Trap Card,,Continuous,,,,TRUE
Card Guard,Effect Monster,4,Fiend,DARK,1600,500,FALSE
Lightray Gearfried,Effect Monster,8,Warrior,LIGHT,2800,2200,TRUE
Molten Zombie,Effect Monster,4,Pyro,FIRE,1600,400,FALSE
Magnetic Field,Spell Card,,Field,,,,TRUE
Evilswarm Kerykeion,Effect Monster,4,Spellcaster,DARK,1600,1550,FALSE
Yubel - Terror Incarnate,Effect Monster,11,Fiend,DARK,0,0,TRUE
"Michael, the Arch-Lightsworn",Synchro Monster,7,Dragon,LIGHT,2600,2000,FALSE
Superheavy Samurai Soulfire Suit,Effect Monster,2,Machine,FIRE,800,800,TRUE
Chimera the Flying Mythical Beast,Fusion Monster,6,Beast,WIND,2100,1800,FALSE
Performage Flame Eater,Effect Monster,4,Spellcaster,FIRE,1200,1600,TRUE
"Sauravis, the Ancient and Ascended",Ritual Effect Monster,7,Dragon,LIGHT,2600,2800,FALSE
Constellar Tempest,Spell Card,,Continuous,,,,TRUE
Performance of Sword,Ritual Monster,6,Warrior,EARTH,1950,1850,FALSE
Omega Goggles,Spell Card,,Equip,,,,TRUE
Call of the Mummy,Spell Card,,Continuous,,,,FALSE
Judgment of the Desert,Trap Card,,Continuous,,,,TRUE
Spirit of the Pot of Greed,Effect Monster,1,Fairy,LIGHT,100,100,FALSE
Shaddoll Core,Trap Card,,Continuous,,,,TRUE
Genex Undine,Effect Monster,3,Aqua,WATER,1200,600,FALSE
Necro Gardna,Effect Monster,3,Warrior,DARK,600,1300,TRUE
Souls of the Forgotten,Normal Monster,2,Fiend,DARK,900,200,FALSE
Chaos Burst,Trap Card,,Normal,,,,TRUE
Mobius the Frost Monarch,Effect Monster,6,Aqua,WATER,2400,1000,FALSE
Mountain Warrior,Normal Monster,3,Beast-Warrior,EARTH,600,1000,TRUE
Shaddoll Hedgehog,Flip Effect Monster,3,Spellcaster,DARK,800,200,FALSE
Informer Spider,Effect Monster,4,Insect,EARTH,500,1800,TRUE
Buster Gundil the Cubic Behemoth,Effect Monster,4,Beast,LIGHT,0,0,FALSE
Prediction Princess Astromorrigan,Flip Effect Monster,3,Fairy,DARK,1300,0,TRUE
Submersible Carrier Aero Shark,XYZ Monster,3,Fish,WATER,1900,1000,FALSE
Stellarnova Wave,Trap Card,,Continuous,,,,TRUE
Spiritual Light Art - Hijiri,Trap Card,,Normal,,,,FALSE
Aroma Garden,Spell Card,,Field,,,,TRUE
Battle Tuned,Spell Card,,Quick-Play,,,,FALSE
Battle Ox,Normal Monster,4,Beast-Warrior,EARTH,1700,1000,TRUE
Dinomist Spinos,Pendulum Effect Monster,5,Machine,WATER,2500,1800,FALSE
Neos Wiseman,Effect Monster,10,Spellcaster,LIGHT,3000,3000,TRUE
Elemental HERO Marine Neos,Fusion Monster,8,Warrior,WATER,2800,2300,FALSE
Galaxy Cyclone,Spell Card,,Normal,,,,TRUE
Majespecter Gust,Trap Card,,Normal,,,,FALSE
Amulet of Ambition,Spell Card,,Equip,,,,TRUE
Red-Eyes Zombie Dragon,Effect Monster,7,Zombie,DARK,2400,2000,FALSE
Super-Nimble Mega Hamster,Flip Effect Monster,4,Beast,EARTH,1100,1800,TRUE
Vylon Ohm,Effect Monster,4,Fairy,LIGHT,1500,200,FALSE
Cameraclops,Effect Monster,4,Warrior,LIGHT,1400,1600,TRUE
Zefra Path,Spell Card,,Continuous,,,,FALSE
Jowls of Dark Demise,Flip Effect Monster,2,Fiend,WATER,200,100,TRUE
Skull Mariner,Normal Monster,4,Warrior,WATER,1600,900,FALSE
Evilswarm Obliviwisp,Effect Monster,4,Pyro,DARK,450,2050,TRUE
Elemental HERO Neo Bubbleman,Effect Monster,4,Warrior,WATER,800,1200,FALSE
Transmodify,Spell Card,,Normal,,,,TRUE
Chronomaly Tula Guardian,Effect Monster,5,Rock,EARTH,1800,900,FALSE
Revived King Ha Des,Synchro Monster,6,Zombie,DARK,2450,0,TRUE
Mystical Space Typhoon,Spell Card,,Quick-Play,,,,FALSE
Dragoncarnation,Trap Card,,Normal,,,,TRUE
Evo-Force,Spell Card,,Normal,,,,FALSE
Battlin' Boxer Glassjaw,Effect Monster,4,Warrior,FIRE,2000,0,TRUE
Steam Gyroid,Fusion Monster,6,Machine,EARTH,2200,1600,FALSE
Sword of the Soul-Eater,Spell Card,,Equip,,,,TRUE
Cyber Dragon Zwei,Effect Monster,4,Machine,LIGHT,1500,1000,FALSE
Darkfire Soldier 1,Normal Monster,4,Pyro,FIRE,1700,1150,TRUE
Black Luster Soldier,Ritual Monster,8,Warrior,EARTH,3000,2500,FALSE
Headless Knight,Normal Monster,4,Fiend,EARTH,1450,1700,TRUE
Warrior Lady of the Wasteland,Effect Monster,4,Warrior,EARTH,1100,1200,FALSE
Blazing Inpachi,Normal Monster,4,Pyro,FIRE,1850,0,TRUE
Jurrac Impact,Trap Card,,Normal,,,,FALSE
Flower Cardian Cherry Blossom with Curtain,Effect Monster,3,Warrior,DARK,2000,2000,TRUE
Cyclon Laser,Spell Card,,Equip,,,,FALSE
"Scarr, Scout of Dark World",Effect Monster,2,Fiend,DARK,500,500,TRUE
Majespecter Cat - Nekomata,Pendulum Effect Monster,3,Spellcaster,WIND,100,1800,FALSE
Counselor Lily,Tuner Monster,3,Fairy,EARTH,400,1500,TRUE
Wattberyx,Tuner Monster,3,Thunder,LIGHT,300,0,FALSE
Machina Fortress,Effect Monster,7,Machine,EARTH,2500,1600,TRUE
Exchange,Spell Card,,Normal,,,,FALSE
Dark Illusion,Trap Card,,Counter,,,,TRUE
Scrap Crash,Trap Card,,Normal,,,,FALSE
Samsara Lotus,Effect Monster,1,Plant,DARK,0,0,TRUE
Humanoid Worm Drake,Fusion Monster,7,Aqua,WATER,2200,2000,FALSE
D.D. Trap Hole,Trap Card,,Normal,,,,TRUE
Tuner's Barrier,Trap Card,,Normal,,,,FALSE
Destruction Punch,Trap Card,,Normal,,,,TRUE
Flying Penguin,Normal Monster,4,Aqua,WATER,1200,1000,FALSE
Hannibal Necromancer,Effect Monster,4,Spellcaster,DARK,1400,1800,TRUE
Splendid Venus,Effect Monster,8,Fairy,LIGHT,2800,2400,FALSE
Storming Mirror Force,Trap Card,,Normal,,,,TRUE
Performapal Revival,Trap Card,,Normal,,,,FALSE
The Hidden City,Spell Card,,Field,,,,TRUE
Thousand Energy,Spell Card,,Normal,,,,FALSE
A Rival Appears!,Trap Card,,Normal,,,,TRUE
Soul Release,Spell Card,,Normal,,,,FALSE
Weeping Idol,Effect Monster,2,Rock,DARK,0,500,TRUE
Creation Resonator,Tuner Monster,3,Fiend,WIND,800,600,FALSE
Strike of the Monarchs,Spell Card,,Quick-Play,,,,TRUE
Koa'ki Meiru Ghoulungulate,Effect Monster,5,Zombie,EARTH,2500,1700,FALSE
Bujingi Turtle,Effect Monster,4,Beast,LIGHT,1700,1200,TRUE
Gazelle the King of Mythical Beasts,Normal Monster,4,Beast,EARTH,1500,1200,FALSE
Toon Briefcase,Trap Card,,Normal,,,,TRUE
Vanity's Emptiness,Trap Card,,Continuous,,,,FALSE
Arcana Force EX - The Light Ruler,Effect Monster,10,Fairy,LIGHT,4000,4000,TRUE
Queen's Double,Effect Monster,1,Warrior,EARTH,350,300,FALSE
Shopina the Melodious Maestra,Effect Monster,7,Fairy,LIGHT,2300,1700,TRUE
Double Payback,Trap Card,,Continuous,,,,FALSE
The Gift of Greed,Trap Card,,Normal,,,,TRUE
Raidraptor - Fuzzy Lanius,Effect Monster,4,Winged Beast,DARK,500,1500,FALSE
Mimiclay,Spell Card,,Normal,,,,TRUE
The World Tree,Spell Card,,Continuous,,,,FALSE
Gladiator Beast Murmillo,Effect Monster,3,Fish,WATER,800,400,TRUE
Reversal Quiz,Spell Card,,Normal,,,,FALSE
XX-Saber Boggart Knight,Effect Monster,4,Beast-Warrior,EARTH,1900,1000,TRUE
"Uria, Lord of Searing Flames",Effect Monster,10,Pyro,FIRE,0,0,FALSE
Doomkaiser Dragon,Synchro Monster,6,Zombie,FIRE,2400,1500,TRUE
Magical Exemplar,Effect Monster,4,Spellcaster,EARTH,1700,1400,FALSE
Paladin of Felgrand,Effect Monster,4,Warrior,LIGHT,1700,300,TRUE
Frightfur Fusion,Spell Card,,Normal,,,,FALSE
Beaked Snake,Normal Monster,3,Reptile,EARTH,800,900,TRUE
Emissary of the Oasis,Effect Monster,3,Spellcaster,LIGHT,600,400,FALSE
Bubonic Vermin,Flip Effect Monster,3,Beast,EARTH,900,600,TRUE
At One With the Sword,Trap Card,,Normal,,,,FALSE
Mazera DeVille,Effect Monster,8,Fiend,DARK,2800,2300,TRUE
Malfunction,Trap Card,,Counter,,,,FALSE
Turbo Rocket,Tuner Monster,2,Machine,WIND,0,0,TRUE
Fluffal Mouse,Effect Monster,1,Fairy,EARTH,100,100,FALSE
Geargiagear,Trap Card,,Normal,,,,TRUE
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500,FALSE
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500,TRUE
Red-Eyes Fusion,Spell Card,,Normal,,,,FALSE
Fighting Spirit,Spell Card,,Equip,,,,TRUE
"Brron, Mad King of Dark World",Effect Monster,4,Fiend,DARK,1800,400,FALSE
R-Genex Turbo,Effect Monster,4,Machine,WIND,1500,1300,TRUE
Do a Barrel Roll,Trap Card,,Counter,,,,FALSE
Amorphage Pride,Pendulum Effect Monster,4,Dragon,EARTH,1750,0,TRUE
The Wicked Worm Beast,Effect Monster,3,Beast,EARTH,1400,700,FALSE
Burglar,Normal Monster,3,Beast,EARTH,850,800,TRUE
Koa'ki Meiru Boulder,Effect Monster,4,Rock,EARTH,1200,1000,FALSE
DZW - Chimera Clad,Effect Monster,1,Fiend,DARK,0,0,TRUE
Rapid-Fire Magician,Effect Monster,4,Spellcaster,DARK,1600,1200,FALSE
Miracle Dig,Spell Card,,Normal,,,,TRUE
Dawn Knight,Effect Monster,4,Warrior,LIGHT,1400,1200,FALSE
Brotherhood of the Fire Fist - Bear,Effect Monster,4,Beast-Warrior,FIRE,1600,1200,TRUE
Eldeen,Normal Monster,3,Spellcaster,LIGHT,950,1000,FALSE
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100,TRUE
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100,FALSE
Emblem of Dragon Destroyer,Spell Card,,Normal,,,,TRUE
Cyber Commander,Normal Monster,2,Machine,DARK,750,700,FALSE
El Shaddoll Fusion,Spell Card,,Quick-Play,,,,TRUE
Infected Mail,Spell Card,,Continuous,,,,FALSE
Kaiser Sea Snake,Effect Monster,8,Sea Serpent,WATER,2500,1000,TRUE
Amazoness Shamanism,Trap Card,,Normal,,,,FALSE
Wroughtweiler,Effect Monster,3,Machine,EARTH,800,1200,TRUE
"Radius, the Half-Moon Dragon",Effect Monster,4,Dragon,LIGHT,1400,1200,FALSE
Traptrix Rafflesia,XYZ Monster,4,Plant,EARTH,300,2500,TRUE
Spiritual Water Art - Aoi,Trap Card,,Normal,,,,FALSE
Izanagi,Effect Monster,6,Fairy,WIND,2200,1000,TRUE
Thermal Genex,Synchro Monster,8,Machine,FIRE,2400,1200,FALSE
Onomatopaira,Spell Card,,Normal,,,,TRUE
"Blaze Fenix, the Burning Bombardment Bird",Fusion Monster,8,Pyro,FIRE,2800,2300,FALSE
Fog King,Effect Monster,7,Spellcaster,WATER,0,0,TRUE
Beautunaful Princess,Effect Monster,1,Fish,WATER,0,0,FALSE
Beginning Knight,Effect Monster,4,Warrior,LIGHT,500,2000,TRUE
Frostosaurus,Normal Monster,6,Dinosaur,WATER,2600,1700,FALSE
Spikeshield with Chain,Trap Card,,Normal,,,,TRUE
Ultimate Fire Formation - Seito,Trap Card,,Normal,,,,FALSE
Skull Lair,Trap Card,,Continuous,,,,TRUE
Seiyaryu,Normal Monster,7,Dragon,LIGHT,2500,2300,FALSE
Teleport,Spell Card,,Continuous,,,,TRUE
Half Counter,Trap Card,,Normal,,,,FALSE
The Great Emperor Penguin,Effect Monster,5,Aqua,WATER,1800,1500,TRUE
Barox,Fusion Monster,5,Fiend,DARK,1380,1530,FALSE
Super-Ancient Dinobeast,Effect Monster,8,Dinosaur,EARTH,2700,1400,TRUE
A Deal with Dark Ruler,Spell Card,,Quick-Play,,,,FALSE
Return of the Dragon Lords,Spell Card,,Normal,,,,TRUE
Success Probability 0%,Trap Card,,Normal,,,,FALSE
Phantom King Hydride,Tuner Monster,3,Fiend,DARK,1500,300,TRUE
Power Breaker,Effect Monster,4,Warrior,EARTH,1900,0,FALSE
Harpie's Pet Baby Dragon,Effect Monster,4,Dragon,WIND,1200,600,TRUE
Schwarzschild Limit Dragon,Effect Monster,8,Dragon,DARK,2000,0,FALSE
Shadow Toon,Spell Card,,Normal,,,,TRUE
Dark Scorpion - Cliff the Trap Remover,Effect Monster,3,Warrior,DARK,1200,1000,FALSE
Woodland Sprite,Effect Monster,3,Plant,EARTH,900,400,TRUE
Insect Soldiers of the Sky,Effect Monster,3,Insect,WIND,1000,800,FALSE
Power Giant,Effect Monster,6,Rock,EARTH,2200,0,TRUE
Factory of 100 Machines,Spell Card,,Quick-Play,,,,FALSE
Card of the Soul,Spell Card,,Normal,,,,TRUE
Next to be Lost,Trap Card,,Normal,,,,FALSE
Express Train Trolley Olley,Effect Monster,4,Machine,EARTH,1800,1000,TRUE
Magician's Rod,Effect Monster,3,Spellcaster,DARK,1600,100,FALSE
Hane-Hane,Flip Effect Monster,2,Beast,EARTH,450,500,TRUE
Torrential Reborn,Trap Card,,Normal,,,,FALSE
Crystal Beast Sapphire Pegasus,Effect Monster,4,Beast,WIND,1800,1200,TRUE
"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,4,Dragon,DARK,1950,0,FALSE
Umbral Horror Ghoul,Effect Monster,4,Fiend,DARK,1800,0,TRUE
Field Barrier,Spell Card,,Continuous,,,,FALSE
Bait Doll,Spell Card,,Normal,,,,TRUE
Toon Ancient Gear Golem,Toon Monster,8,Machine,EARTH,3000,3000,FALSE
Armor Exe,Effect Monster,4,Rock,LIGHT,2400,1400,TRUE
"Aurkus, Lightsworn Druid",Effect Monster,3,Beast-Warrior,LIGHT,1200,1800,FALSE
Chocolate Magician Girl,Effect Monster,4,Spellcaster,WATER,1600,1000,TRUE
Metal Shooter,Effect Monster,5,Machine,LIGHT,800,800,FALSE
Mon Larvas,Normal Monster,4,Beast,EARTH,1300,1400,TRUE
Curse of Dragonfire,Effect Monster,5,Dragon,DARK,2000,1500,FALSE
Koalo-Koala,Fusion Monster,6,Beast,EARTH,2800,200,TRUE
Infernity Beast,Effect Monster,3,Beast,DARK,1600,1200,FALSE
Performapal Life Swordsman,Effect Monster,1,Warrior,LIGHT,0,0,TRUE
Abyss Actor - Twinkle Littlestar,Pendulum Effect Monster,4,Fiend,DARK,1000,1000,FALSE
Naturia Pineapple,Effect Monster,2,Plant,EARTH,100,100,TRUE
Amorphage Greed,Pendulum Effect Monster,4,Dragon,EARTH,0,1950,FALSE
Mechanicalchaser,Normal Monster,4,Machine,DARK,1850,800,TRUE
Metallizing Parasite - Lunatite,Union Effect Monster,7,Aqua,WATER,1000,500,FALSE
Goyo Guardian,Synchro Monster,6,Warrior,EARTH,2800,2000,TRUE
Chewbone,Flip Effect Monster,3,Zombie,EARTH,300,300,FALSE
Chewbone Jr. Token,Token,,Zombie,,,,TRUE
Brilliant Fusion,Spell Card,,Continuous,,,,FALSE
Extra Gate,Spell Card,,Quick-Play,,,,TRUE
Dynatherium,Effect Monster,4,Beast,WIND,1600,600,FALSE
Noble Arms of Destiny,Spell Card,,Equip,,,,TRUE
"Zure, Knight of Dark World",Normal Monster,4,Fiend,DARK,1800,1500,FALSE
Naturia Sunflower,Effect Monster,2,Plant,EARTH,500,0,TRUE
Milus Radiant,Effect Monster,1,Beast,EARTH,300,250,FALSE
Eagle Shark,Effect Monster,5,Fish,WATER,1000,1800,TRUE
Gather Your Mind,Spell Card,,Normal,,,,FALSE
Golgoil,Normal Monster,4,Machine,EARTH,900,1600,TRUE
Kabuki Dragon,Effect Monster,6,Dragon,LIGHT,2300,2100,FALSE
Megasonic Eye,Normal Monster,5,Machine,DARK,1500,1800,TRUE
Performage Plushfire,Pendulum Effect Monster,4,Spellcaster,FIRE,1000,1000,FALSE
Collected Power,Trap Card,,Normal,,,,TRUE
D.D. Warrior Lady,Effect Monster,4,Warrior,LIGHT,1500,1600,FALSE
Gladiator Beast Augustus,Effect Monster,8,Winged Beast,DARK,2600,1000,TRUE
Phantom Beast Wild-Horn,Effect Monster,4,Beast-Warrior,EARTH,1700,0,FALSE
Psychic Nightmare,Synchro Monster,6,Psychic,WIND,2400,1800,TRUE
UFOroid,Effect Monster,6,Machine,LIGHT,1200,1200,FALSE
Ghostrick Museum,Spell Card,,Field,,,,TRUE
Rainbow Path,Trap Card,,Normal,,,,FALSE
"Ceruli, Guru of Dark World",Effect Monster,1,Fiend,DARK,100,300,TRUE
Raregold Armor,Spell Card,,Equip,,,,FALSE
Orichalcos Shunoros,Effect Monster,10,Machine,DARK,0,0,TRUE
Aqua Jet,Spell Card,,Normal,,,,FALSE
Bio Plant,Normal Monster,3,Fiend,DARK,600,1300,TRUE
Shien's Spy,Spell Card,,Normal,,,,FALSE
Worm Noble,Flip Effect Monster,6,Reptile,LIGHT,1500,2400,TRUE
Performapal Uni,Effect Monster,4,Beast-Warrior,LIGHT,800,1500,FALSE
Vortex Trooper,Effect Monster,3,Aqua,WIND,0,600,TRUE
Magical Plant Mandragola,Flip Effect Monster,2,Spellcaster,DARK,500,200,FALSE
Niwatori,Normal Monster,3,Winged Beast,EARTH,900,800,TRUE
Gravity Collapse,Trap Card,,Counter,,,,FALSE
Morphtronic Engine,Spell Card,,Equip,,,,TRUE
Majestic Star Dragon,Synchro Monster,10,Dragon,WIND,3800,3000,FALSE
Charging Gaia the Fierce Knight,Effect Monster,7,Warrior,LIGHT,2300,2100,TRUE
Endless Decay,Effect Monster,5,Zombie,DARK,0,0,FALSE
Three Thousand Needles,Effect Monster,8,Beast,EARTH,3000,1800,TRUE
Superheavy Samurai Blowtorch,Effect Monster,1,Machine,EARTH,500,300,FALSE
Metalfoes Silverd,Pendulum Normal Monster,3,Psychic,FIRE,1700,100,TRUE
Psychic Kappa,Normal Monster,2,Aqua,WATER,400,1000,FALSE
Left Arm of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300,TRUE
Electromagnetic Bagworm,Flip Effect Monster,3,Insect,LIGHT,200,1400,FALSE
Magician Navigation,Trap Card,,Normal,,,,TRUE
Aegis of the Ocean Dragon Lord,Trap Card,,Normal,,,,FALSE
Blue-Blooded Oni,Effect Monster,4,Zombie,DARK,1000,1700,TRUE
Magical Marionette,Effect Monster,5,Spellcaster,DARK,2000,1000,FALSE
Tachyon Transmigration,Trap Card,,Counter,,,,TRUE
Laval Lakeside Lady,Tuner Monster,3,Pyro,FIRE,200,200,FALSE
Core Reinforcement,Trap Card,,Continuous,,,,TRUE
Binding Chain,Normal Monster,3,Fairy,LIGHT,1000,1100,FALSE
Vennominaga the Deity of Poisonous Snakes,Effect Monster,10,Reptile,DARK,0,0,TRUE
Atlantean Attack Squad,Effect Monster,3,Sea Serpent,WATER,1400,0,FALSE
Super Defense Robot Lio,Effect Monster,4,Machine,EARTH,1200,1600,TRUE
Gate Blocker,Effect Monster,4,Rock,EARTH,100,2000,FALSE
Right Leg of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300,TRUE
Sinister Serpent,Effect Monster,1,Reptile,WATER,300,250,FALSE
Poki Draco,Effect Monster,3,Dragon,FIRE,200,100,TRUE
Dragonecro Nethersoul Dragon,Fusion Monster,8,Dragon,DARK,3000,0,FALSE
Dark Soul Token,Token,,Zombie,,,,TRUE
End of the World,Spell Card,,Ritual,,,,FALSE
Star Boy,Effect Monster,2,Aqua,WATER,550,500,TRUE
Gimmick Puppet Humpty Dumpty,Effect Monster,4,Machine,DARK,0,100,FALSE
Ally of Justice Cycle Reader,Tuner Monster,3,Machine,DARK,1000,1000,TRUE
Sage with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,0,1500,FALSE
Ojama Delta Hurricane!!,Spell Card,,Normal,,,,TRUE
Cosmic Cyclone,Spell Card,,Quick-Play,,,,FALSE
Crystal Promise,Spell Card,,Normal,,,,TRUE
Depth Amulet,Trap Card,,Continuous,,,,FALSE
Malefic Paradox Dragon,Synchro Monster,10,Dragon,DARK,4000,4000,TRUE
Jolt Counter,Trap Card,,Counter,,,,FALSE
Fabled Miztoji,Tuner Monster,2,Fiend,LIGHT,400,200,TRUE
Cloak and Dagger,Trap Card,,Continuous,,,,FALSE
Skullbird,Fusion Monster,6,Winged Beast,WIND,1900,1700,TRUE
Xyz Shift,Spell Card,,Normal,,,,FALSE
Air Eater,Normal Monster,6,Fiend,WIND,2100,1600,TRUE
Performapal Gumgumouton,Pendulum Effect Monster,5,Beast,EARTH,900,2400,FALSE
Arcana Force I - The Magician,Effect Monster,4,Fairy,LIGHT,1100,1100,TRUE
Evil Dragon Ananta,Effect Monster,8,Reptile,DARK,0,0,FALSE
Dust Storm of Gusto,Trap Card,,Normal,,,,TRUE
Void Seer,Spell Card,,Quick-Play,,,,FALSE
Giga-Tech Wolf,Normal Monster,4,Machine,FIRE,1200,1400,TRUE
Mosaic Manticore,Effect Monster,8,Beast,EARTH,2800,2500,FALSE
Jester Confit,Effect Monster,1,Spellcaster,DARK,0,0,TRUE
Chu-Ske the Mouse Fighter,Normal Monster,3,Beast,EARTH,1200,0,FALSE
The First Monarch,Trap Card,,Continuous,,,,TRUE
Scrap Fist,Spell Card,,Quick-Play,,,,FALSE
Raidraptor - Nest,Spell Card,,Continuous,,,,TRUE
"Leo, the Keeper of the Sacred Tree",Synchro Monster,10,Beast,EARTH,3100,1900,FALSE
Infernalqueen Archfiend,Effect Monster,4,Fiend,FIRE,900,1500,TRUE
Jurrac Brachis,Tuner Monster,3,Dinosaur,FIRE,1000,1000,FALSE
Lavalval Dragun,Synchro Monster,6,Dragon,FIRE,2500,1200,TRUE
D.D. Dynamite,Trap Card,,Normal,,,,FALSE
Evo-Karma,Spell Card,,Continuous,,,,TRUE
Dark Cat with White Tail,Flip Effect Monster,2,Beast,EARTH,800,500,FALSE
Deep Sweeper,Effect Monster,4,Fish,WATER,1600,1300,TRUE
Dreamsprite,Effect Monster,2,Plant,LIGHT,300,200,FALSE
Gem-Knight Zirconia,Fusion Monster,8,Rock,EARTH,2900,2500,TRUE
Hazy Flame Hydra,Effect Monster,6,Dinosaur,FIRE,2300,200,FALSE
D - Counter,Trap Card,,Normal,,,,TRUE
Red Mirror,Effect Monster,1,Fiend,FIRE,0,0,FALSE
Bokoichi the Freightening Car,Normal Monster,2,Machine,DARK,500,500,TRUE
Abyss-scale of the Kraken,Spell Card,,Equip,,,,FALSE
Gladiator Beast's Battle Archfiend Shield,Spell Card,,Equip,,,,TRUE
Beelzeus of the Diabolic Dragons,Synchro Monster,10,Dragon,DARK,4000,4000,FALSE
Hourglass of Life,Normal Monster,2,Fairy,LIGHT,700,600,TRUE
Raidraptor - Wild Vulture,Effect Monster,6,Winged Beast,DARK,1600,2000,FALSE
Maju Garzett,Effect Monster,7,Fiend,DARK,0,0,TRUE
Combo Fighter,Effect Monster,4,Warrior,WIND,1600,800,FALSE
Evilswarm Mandragora,Effect Monster,4,Plant,DARK,1550,1450,TRUE
Ally of Justice Cosmic Gateway,Effect Monster,8,Machine,DARK,2400,1200,FALSE
Cubic Mandala,Trap Card,,Continuous,,,,TRUE
Poison of the Old Man,Spell Card,,Quick-Play,,,,FALSE
Artifact Chakram,Effect Monster,5,Fairy,LIGHT,1900,2000,TRUE
Star Seraph Scout,Effect Monster,4,Fairy,LIGHT,1200,1800,FALSE
Djinn Releaser of Rituals,Effect Monster,3,Fiend,DARK,1200,2000,TRUE
Lord Gaia the Fierce Knight,Effect Monster,7,Warrior,EARTH,2300,2100,FALSE
The Drdek,Normal Monster,3,Fiend,DARK,700,800,TRUE
A Hero Lives,Spell Card,,Normal,,,,FALSE
Respect Play,Trap Card,,Continuous,,,,TRUE
Combination Attack,Spell Card,,Quick-Play,,,,FALSE
"Sephylon, the Ultimate Timelord",Effect Monster,10,Fairy,LIGHT,4000,4000,TRUE
Black-Winged Dragon,Synchro Monster,8,Dragon,DARK,2800,1600,FALSE
Galaxy Dragon,Effect Monster,4,Dragon,LIGHT,2000,1200,TRUE
Graceful Tear,Trap Card,,Normal,,,,FALSE
Blackwing - Steam the Cloak,Tuner Monster,3,Winged Beast,DARK,800,1200,TRUE
Steam Token,Token,,Aqua,,,,FALSE
Gagagigo the Risen,XYZ Monster,4,Reptile,WATER,2950,2800,TRUE
General Grunard of the Ice Barrier,Effect Monster,8,Warrior,WATER,2800,1000,FALSE
Infernity Barrier,Trap Card,,Counter,,,,TRUE
Major Riot,Trap Card,,Normal,,,,FALSE
Armed Ninja,Flip Effect Monster,1,Warrior,EARTH,300,300,TRUE
Performapal Gongato,Pendulum Effect Monster,1,Beast,EARTH,100,100,FALSE
Blackwing - Fane the Steel Chain,Effect Monster,2,Winged Beast,DARK,500,800,TRUE
Ostinato,Spell Card,,Normal,,,,FALSE
Swap Frog,Effect Monster,2,Aqua,WATER,1000,500,TRUE
Ritual Sealing,Trap Card,,Normal,,,,FALSE
Apprentice Magician,Effect Monster,2,Spellcaster,DARK,400,800,TRUE
Dark Gray,Normal Monster,3,Beast,EARTH,800,900,FALSE
Dragon Statue,Normal Monster,3,Warrior,EARTH,1100,900,TRUE
D - Fortune,Trap Card,,Normal,,,,FALSE
Gishki Photomirror,Spell Card,,Ritual,,,,TRUE
Galaxy-Eyes Cloudragon,Effect Monster,1,Dragon,LIGHT,300,250,FALSE
Horus' Servant,Effect Monster,1,Beast-Warrior,FIRE,100,100,TRUE
Flashbang,Trap Card,,Normal,,,,FALSE
Stellarknight Constellar Diamond,XYZ Monster,5,Wyrm,LIGHT,2700,2000,TRUE
Venom Boa,Effect Monster,5,Reptile,EARTH,1600,1200,FALSE
Dark Renewal,Trap Card,,Normal,,,,TRUE
Metal Dragon,Fusion Monster,6,Machine,WIND,1850,1700,FALSE
Fluffal Crane,Trap Card,,Normal,,,,TRUE
Elemental HERO Voltic,Effect Monster,4,Thunder,LIGHT,1000,1500,FALSE
The Phantom Knights of Mist Claws,Trap Card,,Normal,,,,TRUE
"Cagna, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1500,300,FALSE
Cloudcastle,Synchro Monster,9,Machine,WIND,0,3000,TRUE
Photon Veil,Spell Card,,Normal,,,,FALSE
Speed Warrior,Effect Monster,2,Warrior,WIND,900,400,TRUE
